state,sex,date,lf,lf_employed,lf_unemployed,lf_outside,p_rate,u_rate,ep_ratio
Selangor,both,01/01/1988,949,893.1,55.9,474.9,66.6,5.9,66
Selangor,both,01/01/1989,936.8,900.3,36.5,478,66.2,3.9,63.7
Selangor,both,01/01/1990,1060,1039.4,20.6,514.9,67.3,2.1,70.4
Selangor,both,01/01/1992,1092.8,1069.6,23.2,524.3,67.6,2.1,65.2
Selangor,both,01/01/1993,1110.1,1080.1,29.9,539,67.3,2.7,61.4
Selangor,both,01/01/1995,1366,1338.9,27.1,640.7,68.1,2,66
Selangor,both,01/01/1996,1371.1,1359,12.1,619.5,68.9,0.9,62.6
Selangor,both,01/01/1997,1343,1329.9,13.2,657.3,67.1,1,57.3
Selangor,both,01/01/1998,1457,1430.4,26.6,781.4,65.1,1.8,57.9
Selangor,both,01/01/1999,1455,1427.2,27.9,769.9,65.4,1.9,54.3
Selangor,both,01/01/2000,1715.3,1681.5,33.8,858.9,66.6,2,60.3
Selangor,both,01/01/2001,1552.5,1514.7,37.8,764,67,2.4,52.6
Selangor,both,01/01/2002,1803.2,1749.9,53.3,971.8,65,3,58.7
Selangor,both,01/01/2003,1895.3,1834.2,61,930.4,67.1,3.2,59.2
Selangor,both,01/01/2004,2028.1,1973.3,54.7,1017.3,66.6,2.7,61.3
Selangor,both,01/01/2005,2048.8,1985.9,62.9,1063.6,65.8,3.1,59.3
Selangor,both,01/01/2006,2084.4,2017.7,66.8,1091.6,65.6,3.2,58
Selangor,both,01/01/2007,2128,2064.2,63.8,1116,65.6,3,57.2
Selangor,both,01/01/2008,2159.8,2092,67.8,1160.9,65,3.1,56
Selangor,both,01/01/2009,2173.3,2095.3,78,1213.7,64.2,3.6,54.3
Selangor,both,01/01/2010,2634.4,2551.1,83.2,1349.7,66.1,3.2,64.8
Selangor,both,01/01/2011,2710.8,2645.2,65.5,1295,67.7,2.4,66
Selangor,both,01/01/2012,2842.6,2776.1,66.6,1226.1,69.9,2.3,68.2
Selangor,both,01/01/2013,3006.2,2933.3,72.9,1226.3,71,2.4,69.3
Selangor,both,01/01/2014,3096,3033.6,62.4,1221.1,71.7,2,69.9
Selangor,both,01/01/2015,3212.9,3135,77.9,1183.6,73.1,2.4,70.7
Selangor,both,01/01/2016,3325,3217.6,107.4,1156.1,74.2,3.2,71.3
Selangor,both,01/01/2017,3457.5,3359.4,98.1,1109.7,75.7,2.8,73.5
Selangor,both,01/01/2018,3546.3,3446.7,99.6,1102,76.3,2.8,74.3
Selangor,both,01/01/2019,3592.9,3489.5,103.4,1136.8,76,2.9,75
Selangor,both,01/01/2020,3761.5,3593.3,168.3,1212.9,75.6,4.5,72.4
Selangor,both,01/01/2021,3809.6,3641,168.6,1178.7,76.4,4.4,73.1
Selangor,both,01/01/2022,3853,3706.5,146.6,1162,76.8,3.8,74
Selangor,both,01/01/2023,3967.6,3858.9,108.7,1156.8,77.4,2.7,75.4
Selangor,female,01/01/1982,234.7,227.7,7,280.8,45.5,3,46.3
Selangor,female,01/01/1983,257.8,251,6.8,285.6,47.4,2.7,48.5
Selangor,female,01/01/1984,242.2,230.5,11.7,301.1,44.6,4.8,42.3
Selangor,female,01/01/1985,250.7,238,12.6,312.8,44.5,5,41.6
Selangor,female,01/01/1986,280.2,264.8,15.4,324.4,46.3,5.5,43.9
Selangor,female,01/01/1987,321,306.3,14.6,351.5,47.7,4.6,48.3
Selangor,female,01/01/1988,334.9,317.4,17.5,371.6,47.4,5.2,47.7
Selangor,female,01/01/1989,332.7,322.2,10.5,373,47.1,3.2,46.4
Selangor,female,01/01/1990,371.2,364.7,6.5,391.6,48.7,1.7,50.3
Selangor,female,01/01/1992,385.8,376.9,9,393.2,49.5,2.3,46.8
Selangor,female,01/01/1993,395.9,384,11.9,415.5,48.8,3,44.5
Selangor,female,01/01/1995,491.1,480.5,10.6,478.2,50.7,2.2,48.5
Selangor,female,01/01/1996,488.9,484.6,4.3,455.7,51.8,0.9,45.7
Selangor,female,01/01/1997,472.1,467.9,4.2,479.4,49.6,0.9,41.3
Selangor,female,01/01/1998,523.9,514.6,9.3,559.1,48.4,1.8,42.7
Selangor,female,01/01/1999,535.4,527.2,8.2,522.3,49.2,1.5,41.1
Selangor,female,01/01/2000,637.6,627.3,10.2,625.1,50.5,1.6,46.1
Selangor,female,01/01/2001,548.3,535.6,12.7,559.3,49.5,2.3,38.3
Selangor,female,01/01/2002,634.7,619,15.7,700.4,47.5,2.5,42.8
Selangor,female,01/01/2003,688.7,669.3,19.4,668.8,50.7,2.8,44.7
Selangor,female,01/01/2004,758.5,739.1,19.5,731.6,50.8,2.6,47.6
Selangor,female,01/01/2005,765.5,743.5,21.9,757.3,50.3,2.9,46.1
Selangor,female,01/01/2006,782.5,759.3,23.2,772.5,50.3,3,45.4
Selangor,female,01/01/2007,807.1,784.8,22.2,783.6,50.7,2.8,45.3
Selangor,female,01/01/2008,823,794.9,28.1,804.3,50.6,3.4,44.4
Selangor,female,01/01/2009,818.9,792.1,26.8,842.8,49.3,3.3,42.9
Selangor,female,01/01/2010,994.2,954.1,40.2,910.1,52.2,4,50.8
Selangor,female,01/01/2011,1031.5,1002.8,28.7,880.1,54,2.8,52.5
Selangor,female,01/01/2012,1100.1,1075.1,25.1,841.4,56.7,2.3,55.3
Selangor,female,01/01/2013,1192.4,1163.7,28.7,822.5,59.2,2.4,57.8
Selangor,female,01/01/2014,1244.9,1217.2,27.7,813.6,60.5,2.2,58.8
Selangor,female,01/01/2015,1331.3,1292.8,38.4,768.3,63.4,2.9,61.2
Selangor,female,01/01/2016,1398.3,1343.2,55.1,740.3,65.4,3.9,62.4
Selangor,female,01/01/2017,1489.3,1444.5,44.8,674.9,68.8,3,66.1
Selangor,female,01/01/2018,1549.8,1504.5,45.3,677.1,69.6,2.9,67.9
Selangor,female,01/01/2019,1580.1,1536.2,43.9,688.7,69.6,2.8,68.8
Selangor,female,01/01/2020,1597.0658,1524.49514,72.57065961,695.2346017,69.67087729,4.543999354,66.7
Selangor,female,01/01/2021,1607.282625,1546.486654,60.79597106,702.6750335,69.58060981,3.782531467,67.1
Selangor,female,01/01/2022,1625.056332,1580.531613,44.52471893,704.9252965,69.74545688,2.739887723,67.9
Selangor,female,01/01/2023,1645.671781,1614.851002,30.82077868,715.278414,69.70379064,1.872838742,68.5
Selangor,male,01/01/1982,457.2,449.2,8,76.3,85.69821931,1.749781277,89.3
Selangor,male,01/01/1983,499.3,489,10.4,77.7,86.53379549,2.082916083,92.2
Selangor,male,01/01/1984,476.6,459.8,16.8,79.8,85.65780014,3.524968527,82.3
Selangor,male,01/01/1985,489.9,468.1,21.9,80.2,85.91722203,4.470300061,79.5
Selangor,male,01/01/1986,543.5,512.2,31.3,86.9,86.21510152,5.758969641,82.5
Selangor,male,01/01/1987,595.6,558.7,37,103,85.25622674,6.212222968,85.5
Selangor,male,01/01/1988,614.1,575.7,38.4,103.3,85.6007806,6.253053249,83.8
Selangor,male,01/01/1989,604.1,578,26,105,85.19249753,4.303923192,80.4
Selangor,male,01/01/1990,688.8,674.7,14.1,123.3,84.81714075,2.1,89.9
Selangor,male,01/01/1992,707,692.7,14.2,131.1,84.36754177,2.008486563,83
Selangor,male,01/01/1993,714.1,696.1,18,123.5,85.25549188,2.52065537,77.6
Selangor,male,01/01/1995,874.9,858.3,16.5,162.6,84.3358396,1.885929821,82.8
Selangor,male,01/01/1996,882.2,874.5,7.7,163.8,84.34034417,0.872817955,78.7
Selangor,male,01/01/1997,870.9,862,9,177.9,83.03775744,1.03341371,72.6
Selangor,male,01/01/1998,933.1,915.8,17.3,222.3,80.76690037,1.854034937,72.3
Selangor,male,01/01/1999,919.7,900,19.7,217.5,80.87407668,2.142002827,66.9
Selangor,male,01/01/2000,1077.7,1054.1,23.5,233.8,82.17935031,2.180569732,73.8
Selangor,male,01/01/2001,1004.2,979,25.2,204.7,83.06725122,2.509460267,66.2
Selangor,male,01/01/2002,1168.5,1130.9,37.6,271.4,81.14583333,3.217800599,73.6
Selangor,male,01/01/2003,1206.6,1164.9,41.7,261.7,82.2,3.5,72.8
Selangor,male,01/01/2004,1269.5,1234.3,35.3,285.8,81.6,2.8,74
Selangor,male,01/01/2005,1283.3,1242.4,40.9,306.4,80.7,3.2,71.5
Selangor,male,01/01/2006,1302,1258.4,43.6,319.1,80.3,3.3,69.6
Selangor,male,01/01/2007,1320.9,1279.4,41.5,332.4,79.9,3.1,68.2
Selangor,male,01/01/2008,1336.8,1297.1,39.7,356.6,78.9,3,66.7
Selangor,male,01/01/2009,1354.4,1303.2,51.2,370.9,78.5,3.8,64.8
Selangor,male,01/01/2010,1640.2,1597.1,43.1,439.6,78.9,2.6,77.6
Selangor,male,01/01/2011,1679.2,1642.4,36.8,414.9,80.2,2.2,78.4
Selangor,male,01/01/2012,1742.5,1701,41.5,384.7,81.9,2.4,79.9
Selangor,male,01/01/2013,1813.8,1769.7,44.2,403.9,81.8,2.4,79.8
Selangor,male,01/01/2014,1851.2,1816.4,34.8,407.5,82,1.9,79.9
Selangor,male,01/01/2015,1881.6,1842.2,39.5,415.3,81.9,2.1,79.5
Selangor,male,01/01/2016,1926.7,1874.4,52.2,415.8,82.2,2.7,79.5
Selangor,male,01/01/2017,1968.1,1914.8,53.3,434.8,81.9,2.7,80.1
Selangor,male,01/01/2018,1996.5,1942.2,54.4,424.9,82.5,2.7,80.2
Selangor,male,01/01/2019,2012.7,1953.3,59.4,448.1,81.8,3,80.6
Selangor,male,01/01/2020,2164.483041,2068.768527,95.71451336,517.6964677,80.69866442,4.422049586,77.3
Selangor,male,01/01/2021,2202.328534,2094.525672,107.8028619,476.0173406,82.22718936,4.894949152,78.4
Selangor,male,01/01/2022,2227.990796,2125.94729,102.0435066,457.047195,82.97799896,4.580068587,79.2
Selangor,male,01/01/2023,2321.942422,2244.024375,77.91804634,441.5211513,84.02290677,3.355726895,81.2
Terengganu,both,01/01/1982,227.2,221.1,6.1,121.9,65.1,2.7,70.4
Terengganu,both,01/01/1983,243.1,236.9,6.2,138.7,63.7,2.5,72.2
Terengganu,both,01/01/1984,219.3,204.4,14.9,129.7,62.8,6.8,60.4
Terengganu,both,01/01/1985,228.9,212.4,16.4,128.1,64.1,7.2,60.7
Terengganu,both,01/01/1986,241.4,218.4,23,124.7,65.9,9.5,60.3
Terengganu,both,01/01/1987,236.5,208.9,27.6,117.1,66.9,11.7,55.8
Terengganu,both,01/01/1988,253.6,229.8,23.8,112.5,69.3,9.4,59.1
Terengganu,both,01/01/1989,262.1,229.9,32.2,123.1,68,12.3,57.2
Terengganu,both,01/01/1990,244.6,227.6,16.9,117.5,67.5,6.9,54.5
Terengganu,both,01/01/1992,267.7,252.9,14.8,143.3,65.1,5.5,57.2
Terengganu,both,01/01/1993,302.1,280.9,21.3,165.2,64.6,7,62.6
Terengganu,both,01/01/1995,284.9,268,16.9,172.3,62.3,5.9,58.1
Terengganu,both,01/01/1996,308.1,298,10.1,164.8,65.2,3.3,63.6
Terengganu,both,01/01/1997,292.9,282.3,10.6,178.5,62.1,3.6,59.2
Terengganu,both,01/01/1998,305.6,293.5,12.1,181.1,62.8,4,60.4
Terengganu,both,01/01/1999,312.3,300.1,12.2,182.4,63.1,3.9,60.7
Terengganu,both,01/01/2000,315.4,306,9.4,190.8,62.3,3,60.7
Terengganu,both,01/01/2001,307.1,298.6,8.4,195.1,61.2,2.7,57.4
Terengganu,both,01/01/2002,288.9,279.6,9.2,187,60.7,3.2,52.2
Terengganu,both,01/01/2003,355.1,344.9,10.2,225,61.2,2.9,62.7
Terengganu,both,01/01/2004,347.9,336.9,11.1,234.3,59.8,3.2,59.6
Terengganu,both,01/01/2005,353.1,342,11.1,250.4,58.5,3.1,59
Terengganu,both,01/01/2006,364.6,351.5,13.1,261.7,58.2,3.6,59.1
Terengganu,both,01/01/2007,372.7,363,9.7,274.1,57.6,2.6,59.5
Terengganu,both,01/01/2008,388.8,375.5,13.2,280.3,58.1,3.4,60
Terengganu,both,01/01/2009,405.6,390.3,15.3,284.7,58.8,3.8,61
Terengganu,both,01/01/2010,380.6,366.6,14.1,272.1,58.3,3.7,56.1
Terengganu,both,01/01/2011,403.2,390.3,12.9,269.3,60,3.2,57.9
Terengganu,both,01/01/2012,401.8,389.6,12.2,284.9,58.5,3,56.7
Terengganu,both,01/01/2013,421.3,407,14.4,280.4,60,3.4,57.9
Terengganu,both,01/01/2014,432.8,414.9,17.9,283,60.5,4.1,57.2
Terengganu,both,01/01/2015,438,420.5,17.5,293.4,59.9,4,56.8
Terengganu,both,01/01/2016,447.2,428.5,18.6,297.6,60,4.2,56.6
Terengganu,both,01/01/2017,458.8,438.3,20.6,303.9,60.2,4.5,56.5
Terengganu,both,01/01/2018,470.3,447.8,22.5,311.2,60.2,4.8,56.8
Terengganu,both,01/01/2019,488.2,471,17.2,310.4,61.1,3.5,59
Terengganu,both,01/01/2020,455.5,436.2,19.3,301.2,60.2,4.2,57.6
Terengganu,both,01/01/2021,456.9,438.2,18.6,312.8,59.4,4.1,56.9
Terengganu,both,01/01/2022,467.1,450.7,16.4,314.4,59.8,3.5,57.7
Terengganu,both,01/01/2023,478.7,462.4,16.4,319.7,60,3.4,57.9
Terengganu,female,01/01/1982,80,76.8,3.2,93.8,46,4,48.7
Terengganu,female,01/01/1983,81.5,79.3,2.2,109.5,42.7,2.7,48.4
Terengganu,female,01/01/1984,69.4,62.7,6.8,104.2,40,9.7,37.3
Terengganu,female,01/01/1985,77.4,69.6,7.8,102.2,43.1,10.1,40.2
Terengganu,female,01/01/1986,86.3,77.1,9.2,97.7,46.9,10.7,43.2
Terengganu,female,01/01/1987,85.1,73,12.1,92.6,47.9,14.3,39.7
Terengganu,female,01/01/1988,96.3,83.7,12.6,84.5,53.2,13.1,43.9
Terengganu,female,01/01/1989,87.3,72.7,14.7,99.3,46.8,16.8,37
Terengganu,female,01/01/1990,87.2,79.1,8.1,91,48.9,9.3,38.9
Terengganu,female,01/01/1992,92.9,88.1,4.7,110.9,45.6,5.1,40.7
Terengganu,female,01/01/1993,95.1,90.3,4.8,128.2,42.6,5.1,41.1
Terengganu,female,01/01/1995,92.4,85.6,6.9,133.8,40.9,7.4,37.9
Terengganu,female,01/01/1996,108,104.4,3.7,128.1,45.7,3.4,45.6
Terengganu,female,01/01/1997,90.9,87.6,3.3,138.6,39.6,3.7,37.6
Terengganu,female,01/01/1998,99.8,95.8,4,138.2,41.9,4,40.5
Terengganu,female,01/01/1999,99.3,95.3,4,136.1,42.2,4,39.5
Terengganu,female,01/01/2000,103.5,99.8,3.7,140.2,42.47186771,3.6,40.6
Terengganu,female,01/01/2001,99.3,96.4,2.8,143.1,41,2.9,38
Terengganu,female,01/01/2002,96.6,92,4.6,137.8,41.2,4.7,35.2
Terengganu,female,01/01/2003,122.3,118.2,4.1,161.6,43.1,3.3,44
Terengganu,female,01/01/2004,121.1,116,5.1,161.8,42.81146209,4.22729336,42
Terengganu,female,01/01/2005,122.3,118.1,4.2,171.1,41.7,3.4,41.7
Terengganu,female,01/01/2006,124.4,119.3,5.2,179.4,41,4.2,41.1
Terengganu,female,01/01/2007,125.6,121.8,3.8,187.5,40.1,3,40.9
Terengganu,female,01/01/2008,132.2,126.3,5.9,191.9,40.8,4.5,41.4
Terengganu,female,01/01/2009,138.1,131.7,6.4,195.9,41.4,4.7,42.2
Terengganu,female,01/01/2010,129.3,124.2,5,188.8,40.6,3.9,38.9
Terengganu,female,01/01/2011,141.5,136.8,4.7,185.6,43.3,3.3,41.6
Terengganu,female,01/01/2012,138.6,134.2,4.4,196.6,41.3,3.1,40
Terengganu,female,01/01/2013,150.9,146,4.9,193,43.9,3.3,42.4
Terengganu,female,01/01/2014,155.2,149.1,6,196.4,44.1,3.9,42.1
Terengganu,female,01/01/2015,159.4,153.4,5.9,201.2,44.2,3.7,42.4
Terengganu,female,01/01/2016,159.2,154,5.2,207.8,43.4,3.2,41.6
Terengganu,female,01/01/2017,166.1,158.6,7.5,206.2,44.6,4.5,41.9
Terengganu,female,01/01/2018,169.1,160.9,8.2,213.9,44.2,4.9,41.7
Terengganu,female,01/01/2019,178.2,171.7,6.5,213.4,45.5,3.7,43.9
Terengganu,female,01/01/2020,157.8110658,150.8730121,6.938053694,209.3545468,42.98089482,4.396430415,41.1
Terengganu,female,01/01/2021,154.5637975,147.1354281,7.428369355,218.2556478,41.45808365,4.806021512,39.5
Terengganu,female,01/01/2022,158.0560616,150.9279753,7.128086336,220.2433867,41.78067462,4.509846863,39.9
Terengganu,female,01/01/2023,161.4993753,154.4295513,7.06982396,222.9363303,42.00946295,4.377616909,40.1
Terengganu,male,01/01/1982,147.3,144.3,2.9,28.1,84,2,92.1
Terengganu,male,01/01/1983,161.6,157.6,4,29.1,84.7,2.5,96
Terengganu,male,01/01/1984,149.9,141.8,8.1,25.5,85.5,5.4,83.4
Terengganu,male,01/01/1985,151.5,142.9,8.6,25.9,85.4,5.7,80.9
Terengganu,male,01/01/1986,155.1,141.3,13.8,27,85.2,8.9,77
Terengganu,male,01/01/1987,151.4,136,15.4,24.4,86.1,10.2,71.4
Terengganu,male,01/01/1988,157.4,146.2,11.2,27.9,84.9,7.1,73.8
Terengganu,male,01/01/1989,174.8,157.3,17.5,23.9,88,10,76.5
Terengganu,male,01/01/1990,157.3,148.5,8.8,26.5,85.6,5.6,69.3
Terengganu,male,01/01/1992,174.9,164.8,10.1,32.3,84.4,5.8,73.1
Terengganu,male,01/01/1993,207,190.6,16.4,37,84.8,7.9,83.3
Terengganu,male,01/01/1995,192.5,182.4,10.1,38.5,83.3,5.2,77.3
Terengganu,male,01/01/1996,200.1,193.6,6.5,36.7,84.5,3.2,80.7
Terengganu,male,01/01/1997,201.9,194.7,7.3,40,83.5,3.6,79.8
Terengganu,male,01/01/1998,205.8,197.6,8.2,43,82.7,4,79.5
Terengganu,male,01/01/1999,213,204.8,8.2,46.3,82.2,3.8,80.9
Terengganu,male,01/01/2000,211.9,206.2,5.7,50.6,80.7,2.7,79.9
Terengganu,male,01/01/2001,207.8,202.2,5.6,52,80,2.7,76
Terengganu,male,01/01/2002,192.2,187.6,4.6,49.2,79.6,2.4,68.5
Terengganu,male,01/01/2003,232.8,226.7,6.1,63.4,78.6,2.6,80.5
Terengganu,male,01/01/2004,226.8,220.9,5.9,72.6,75.8,2.6,76.4
Terengganu,male,01/01/2005,230.8,223.9,6.9,79.3,74.4,3,75.4
Terengganu,male,01/01/2006,240.2,232.3,7.9,82.3,74.5,3.3,76.2
Terengganu,male,01/01/2007,247.1,241.2,5.9,86.7,74,2.4,77.2
Terengganu,male,01/01/2008,256.6,249.3,7.3,88.4,74.4,2.9,77.9
Terengganu,male,01/01/2009,267.5,258.6,8.9,88.8,75.1,3.3,78.9
Terengganu,male,01/01/2010,251.3,242.3,9,83.3,75.1,3.6,72.3
Terengganu,male,01/01/2011,261.7,253.4,8.2,83.7,75.8,3.1,73.3
Terengganu,male,01/01/2012,263.2,255.4,7.9,88.3,74.9,3,72.5
Terengganu,male,01/01/2013,270.4,261,9.4,87.4,75.6,3.5,72.7
Terengganu,male,01/01/2014,277.6,265.7,11.9,86.6,76.2,4.3,71.5
Terengganu,male,01/01/2015,278.6,267,11.5,92.2,75.1,4.1,70.6
Terengganu,male,01/01/2016,288,274.5,13.5,89.8,76.2,4.7,70.9
Terengganu,male,01/01/2017,292.7,279.6,13.1,97.6,75,4.5,70.5
Terengganu,male,01/01/2018,301.2,286.9,14.3,97.4,75.6,4.7,71.2
Terengganu,male,01/01/2019,310,299.3,10.7,96.9,76.2,3.5,73.6
Terengganu,male,01/01/2020,297.6691241,285.2867594,12.38236479,91.79785512,76.42987467,4.159774658,73.2
Terengganu,male,01/01/2021,302.3185715,291.101351,11.21722047,94.55972823,76.17412484,3.710397419,73.3
Terengganu,male,01/01/2022,309.0475901,299.818194,9.229396124,94.17793871,76.64385512,2.986399641,74.4
Terengganu,male,01/01/2023,317.2182214,307.9292617,9.288959651,96.72836513,76.63264578,2.928255386,74.5
Kuala Lumpur,both,01/01/1982,472.6,463.6,9,206.1,69.6,1.9,70.3
Kuala Lumpur,both,01/01/1983,439.6,430.7,8.9,182.9,70.6,2,63.9
Kuala Lumpur,both,01/01/1984,504.5,485.4,19.2,253.7,66.5,3.8,70.5
Kuala Lumpur,both,01/01/1985,509.7,491.7,18,247.3,67.3,3.5,69.8
Kuala Lumpur,both,01/01/1986,481.3,455,26.3,243.5,66.4,5.5,63
Kuala Lumpur,both,01/01/1987,485.5,457.9,27.6,239.6,67,5.7,61.9
Kuala Lumpur,both,01/01/1988,498.7,469.6,29.2,242.2,67.3,5.9,61.9
Kuala Lumpur,both,01/01/1989,524.3,504.7,19.6,263.1,66.6,3.7,65
Kuala Lumpur,both,01/01/1990,503.9,490.7,13.2,247.2,67.1,2.6,61.9
Kuala Lumpur,both,01/01/1992,569.6,555.8,13.7,273.3,67.6,2.4,65.8
Kuala Lumpur,both,01/01/1993,598.6,580.5,18.1,256.3,70,3,67.6
Kuala Lumpur,both,01/01/1995,598.4,588.4,10.1,301.2,66.5,1.7,65.9
Kuala Lumpur,both,01/01/1996,710.8,697.8,13,323.2,68.7,1.8,76.6
Kuala Lumpur,both,01/01/1997,700.7,691,9.7,321,68.6,1.4,74.5
Kuala Lumpur,both,01/01/1998,685.6,668.3,17.2,371.9,64.8,2.5,70.8
Kuala Lumpur,both,01/01/1999,710.4,689.7,20.7,363.6,66.1,2.9,71.8
Kuala Lumpur,both,01/01/2000,680.4,662.8,17.6,368.3,64.9,2.6,68
Kuala Lumpur,both,01/01/2001,723.2,703.7,19.5,378.5,65.6,2.7,71
Kuala Lumpur,both,01/01/2002,816.9,794.1,22.7,417.4,66.2,2.8,78.4
Kuala Lumpur,both,01/01/2003,740.3,715.1,25.2,383.9,65.9,3.4,69
Kuala Lumpur,both,01/01/2004,691.6,671.7,19.9,325.1,68,2.9,63.2
Kuala Lumpur,both,01/01/2005,691.4,675.2,16.1,336.8,67.2,2.3,61.9
Kuala Lumpur,both,01/01/2006,696.1,676.6,19.5,342.6,67,2.8,60.5
Kuala Lumpur,both,01/01/2007,702.4,682.1,20.3,344.8,67.1,2.9,59.4
Kuala Lumpur,both,01/01/2008,701,682.2,18.8,354,66.4,2.7,58
Kuala Lumpur,both,01/01/2009,698.3,678.1,20.2,366.6,65.6,2.9,56.3
Kuala Lumpur,both,01/01/2010,812.9,788,24.9,414.3,66.2,3.1,64.1
Kuala Lumpur,both,01/01/2011,837.6,812.5,25.1,405.4,67.4,3,65.3
Kuala Lumpur,both,01/01/2012,842.9,820.4,22.5,404.2,67.6,2.7,65.6
Kuala Lumpur,both,01/01/2013,907.3,877.8,29.5,353.2,72,3.3,69.4
Kuala Lumpur,both,01/01/2014,877,852,25,379.3,69.8,2.9,67.1
Kuala Lumpur,both,01/01/2015,882.6,853.4,29.1,369.6,70.5,3.3,65.6
Kuala Lumpur,both,01/01/2016,855.4,827.2,28.2,400.7,68.1,3.3,63.3
Kuala Lumpur,both,01/01/2017,871.4,844.3,27.1,396.9,68.7,3.1,64.5
Kuala Lumpur,both,01/01/2018,844.9,824.4,20.5,396.6,68.1,2.4,63.2
Kuala Lumpur,both,01/01/2019,863.4,841,22.4,369.6,70,2.6,64.9
Kuala Lumpur,both,01/01/2020,1049.5,1006.4,43.1,408.3,72,4.1,69.1
Kuala Lumpur,both,01/01/2021,1040.7,992.5,48.3,414,71.5,4.6,68.5
Kuala Lumpur,both,01/01/2022,1060.3,1019.7,40.5,397.3,72.7,3.8,70
Kuala Lumpur,both,01/01/2023,1111.7,1077.9,33.9,387.2,74.2,3,71.6
Kuala Lumpur,female,01/01/1982,161.3,157.4,3.9,164.4,49.5,2.4,49.4
Kuala Lumpur,female,01/01/1983,153.4,149.8,3.7,148.6,50.8,2.4,45.8
Kuala Lumpur,female,01/01/1984,170.9,163.5,7.4,192.6,47,4.4,48.7
Kuala Lumpur,female,01/01/1985,172.1,165.4,6.6,188.4,47.7,3.9,47.9
Kuala Lumpur,female,01/01/1986,166.5,158,8.5,186,47.2,5.1,44.3
Kuala Lumpur,female,01/01/1987,176.5,168.2,8.2,180.9,49.4,4.7,45.8
Kuala Lumpur,female,01/01/1988,182.6,173.9,8.6,184.1,49.8,4.7,46
Kuala Lumpur,female,01/01/1989,184.7,179.3,5.4,202.3,47.7,2.9,46.1
Kuala Lumpur,female,01/01/1990,181.5,176.3,5.2,184.9,49.5,2.8,44.3
Kuala Lumpur,female,01/01/1992,207.9,202.8,5.1,204.8,50.4,2.5,49.5
Kuala Lumpur,female,01/01/1993,210.5,202.9,7.6,187.9,52.8,3.6,48.6
Kuala Lumpur,female,01/01/1995,217.3,213.2,4.1,223,49.4,1.9,49
Kuala Lumpur,female,01/01/1996,271.5,266.7,4.8,230.2,54.1,1.8,60
Kuala Lumpur,female,01/01/1997,275.4,270.8,4.6,234.1,54.1,1.7,59.6
Kuala Lumpur,female,01/01/1998,251.8,245.1,6.8,268.2,48.4,2.7,52.9
Kuala Lumpur,female,01/01/1999,261.7,254.1,7.6,254.1,50.7,2.9,53.8
Kuala Lumpur,female,01/01/2000,246.4,240.2,6.2,259.4,48.7,2.5,50.1
Kuala Lumpur,female,01/01/2001,272.8,265.6,7.2,265,50.7,2.6,54.5
Kuala Lumpur,female,01/01/2002,313.1,303.5,9.6,282.5,52.6,3.1,61.1
Kuala Lumpur,female,01/01/2003,286.8,275.7,11.1,274.1,51.1,3.9,54.2
Kuala Lumpur,female,01/01/2004,276.4,268.1,8.3,226,55,3,51.5
Kuala Lumpur,female,01/01/2005,273.5,267.6,5.9,234.9,53.8,2.2,50.1
Kuala Lumpur,female,01/01/2006,273.7,265.9,7.8,241.3,53.2,2.8,48.5
Kuala Lumpur,female,01/01/2007,272.7,265,7.7,245.9,52.6,2.8,47.2
Kuala Lumpur,female,01/01/2008,274.6,268.2,6.4,248.5,52.5,2.3,46.6
Kuala Lumpur,female,01/01/2009,268.6,261.4,7.2,259.2,50.9,2.7,44.4
Kuala Lumpur,female,01/01/2010,325.3,315.6,9.7,274.2,54.3,3,52.5
Kuala Lumpur,female,01/01/2011,342.2,331.9,10.3,265.8,56.3,3,54.5
Kuala Lumpur,female,01/01/2012,337.7,328.8,8.9,274.4,55.2,2.6,53.5
Kuala Lumpur,female,01/01/2013,382,367.9,14.1,236.1,61.8,3.7,59.3
Kuala Lumpur,female,01/01/2014,363.9,352.8,11.1,253,59,3,56.4
Kuala Lumpur,female,01/01/2015,364.3,351.1,13.2,251.3,59.2,3.6,55.3
Kuala Lumpur,female,01/01/2016,352,339.3,12.6,265.7,57,3.6,53.3
Kuala Lumpur,female,01/01/2017,350.8,338.7,12.1,262.8,57.2,3.5,53
Kuala Lumpur,female,01/01/2018,343.8,335.1,8.7,265.4,56.4,2.5,52.7
Kuala Lumpur,female,01/01/2019,363.1,353.4,9.7,241.4,60.1,2.7,56
Kuala Lumpur,female,01/01/2020,422.2762587,402.1074481,20.16881053,244.6305795,63.31862781,4.776212281,60.3
Kuala Lumpur,female,01/01/2021,428.4071636,408.3749149,20.03224874,240.6763557,64.02895173,4.675983606,61.1
Kuala Lumpur,female,01/01/2022,439.7478148,423.189846,16.55796884,234.1513271,65.25424762,3.765332829,62.8
Kuala Lumpur,female,01/01/2023,457.7763972,447.6509257,10.12547154,230.1406555,66.54528993,2.211881521,65
Kuala Lumpur,male,01/01/1982,311.3,306.2,5.1,41.7,88.2,1.6,89.7
Kuala Lumpur,male,01/01/1983,286.2,280.9,5.2,34.3,89.3,1.8,80.9
Kuala Lumpur,male,01/01/1984,333.6,321.9,11.7,61.1,84.5,3.5,91.3
Kuala Lumpur,male,01/01/1985,337.6,326.3,11.3,58.9,85.1,3.3,91
