state,sex,date,lf,lf_employed,lf_unemployed,lf_outside,p_rate,u_rate,ep_ratio
Kuala Lumpur,male,01/01/1986,314.8,297.1,17.8,57.5,84.6,5.7,81.4
Kuala Lumpur,male,01/01/1987,309,289.6,19.4,58.8,84,6.3,77.8
Kuala Lumpur,male,01/01/1988,316.2,295.6,20.5,58.1,84.5,6.5,77.9
Kuala Lumpur,male,01/01/1989,339.6,325.4,14.2,60.9,84.8,4.2,84
Kuala Lumpur,male,01/01/1990,322.4,314.4,8,62.3,83.8,2.5,79.8
Kuala Lumpur,male,01/01/1992,361.6,353,8.6,68.4,84.1,2.4,81.1
Kuala Lumpur,male,01/01/1993,388,377.6,10.5,68.3,85,2.7,85.4
Kuala Lumpur,male,01/01/1995,381.1,375.2,5.9,78.1,83,1.5,82
Kuala Lumpur,male,01/01/1996,439.3,431.1,8.2,93,82.5,1.9,92.6
Kuala Lumpur,male,01/01/1997,425.3,420.2,5.1,86.8,83.1,1.2,88.7
Kuala Lumpur,male,01/01/1998,433.7,423.3,10.5,103.7,80.7,2.4,88
Kuala Lumpur,male,01/01/1999,448.7,435.6,13.1,109.5,80.4,2.9,89.1
Kuala Lumpur,male,01/01/2000,434,422.6,11.4,108.8,80,2.6,85.5
Kuala Lumpur,male,01/01/2001,450.4,438.1,12.3,113.5,79.9,2.7,86.9
Kuala Lumpur,male,01/01/2002,503.8,490.6,13.2,134.9,78.9,2.6,95.2
Kuala Lumpur,male,01/01/2003,453.5,439.4,14.1,109.8,80.5,3.1,83.1
Kuala Lumpur,male,01/01/2004,415.2,403.6,11.6,99.1,80.7,2.8,74.5
Kuala Lumpur,male,01/01/2005,417.9,407.7,10.2,101.9,80.4,2.4,73.3
Kuala Lumpur,male,01/01/2006,422.4,410.7,11.7,101.3,80.7,2.8,71.9
Kuala Lumpur,male,01/01/2007,429.7,417.1,12.5,98.9,81.3,2.9,71.2
Kuala Lumpur,male,01/01/2008,426.4,414,12.4,105.4,80.2,2.9,68.9
Kuala Lumpur,male,01/01/2009,429.7,416.7,13,107.4,80,3,67.7
Kuala Lumpur,male,01/01/2010,487.6,472.5,15.1,140.1,77.7,3.1,75.2
Kuala Lumpur,male,01/01/2011,495.4,480.6,14.7,139.7,78,3,75.6
Kuala Lumpur,male,01/01/2012,505.1,491.5,13.6,129.8,79.6,2.7,77.2
Kuala Lumpur,male,01/01/2013,525.3,509.9,15.4,117.1,81.8,2.9,79.1
Kuala Lumpur,male,01/01/2014,513.2,499.2,13.9,126.3,80.2,2.7,77.5
Kuala Lumpur,male,01/01/2015,518.3,502.4,15.9,118.4,81.4,3.1,75.3
Kuala Lumpur,male,01/01/2016,503.4,487.9,15.5,135,78.9,3.1,72.9
Kuala Lumpur,male,01/01/2017,520.6,505.7,14.9,134.1,79.5,2.9,75.5
Kuala Lumpur,male,01/01/2018,501,489.3,11.8,131.2,79.3,2.3,73.1
Kuala Lumpur,male,01/01/2019,500.3,487.6,12.8,128.2,79.6,2.6,73.4
Kuala Lumpur,male,01/01/2020,627.1968864,604.2926586,22.90422775,163.6333903,79.30865887,3.651840156,76.6
Kuala Lumpur,male,01/01/2021,612.3204389,584.0911801,28.22925874,173.3493417,77.93610674,4.610210104,74.7
Kuala Lumpur,male,01/01/2022,620.5157306,596.5495895,23.96614111,163.1062473,79.18559562,3.862293884,76.2
Kuala Lumpur,male,01/01/2023,653.963863,630.2212691,23.74259393,157.0279033,80.63754655,3.630566652,77.2
Labuan,both,01/01/1992,15.4,14.9,0.5,9.5,61.9,3.3,44.9
Labuan,both,01/01/1993,18.4,17.3,1.1,13.7,57.3,5.9,49.9
Labuan,both,01/01/1995,32.6,31.1,1.5,18.9,63.3,4.7,82.7
Labuan,both,01/01/1996,39.4,37.4,2,20.9,65.3,5.1,95.7
Labuan,both,01/01/1997,35.9,34.7,1.2,18.5,66,3.3,84.8
Labuan,both,01/01/1998,37.9,37,0.9,19.7,65.8,2.5,86.7
Labuan,both,01/01/1999,42.9,41.2,1.7,25.4,62.8,4,93.4
Labuan,both,01/01/2000,26.7,25.4,1.3,15.8,62.8,4.7,55.2
Labuan,both,01/01/2001,28.7,27.2,1.5,16.9,62.9,5.4,57.7
Labuan,both,01/01/2002,34,32.9,1.1,17.6,65.9,3.2,68.3
Labuan,both,01/01/2003,33.3,31.8,1.5,14.8,69.2,4.5,64.1
Labuan,both,01/01/2004,34,32.3,1.7,16.2,67.7,5,63.3
Labuan,both,01/01/2005,32.2,30.5,1.6,18.6,63.4,5.1,58.4
Labuan,both,01/01/2006,33.7,30.5,3.2,18.6,64.4,9.4,56.6
Labuan,both,01/01/2007,34.1,32.6,1.5,19.6,63.5,4.5,59
Labuan,both,01/01/2008,34.5,32.5,1.9,21.1,62,5.6,57.3
Labuan,both,01/01/2009,37.6,35.5,2.1,19.6,65.8,5.6,60.9
Labuan,both,01/01/2010,40,37.6,2.4,19.7,67,6,63
Labuan,both,01/01/2011,40.3,38.6,1.7,20.5,66.3,4.2,63.5
Labuan,both,01/01/2012,41.3,39.4,1.9,20.5,66.8,4.6,63.8
Labuan,both,01/01/2013,41.8,40.1,1.7,20.6,67,4.1,64.2
Labuan,both,01/01/2014,43,40.8,2.2,20.2,68,5.1,63.4
Labuan,both,01/01/2015,41.5,39.5,2.1,22.9,64.5,5,60.4
Labuan,both,01/01/2016,43.6,40.2,3.4,21.9,66.5,7.8,60.3
Labuan,both,01/01/2017,42,38.5,3.6,23.9,63.7,8.5,57.2
Labuan,both,01/01/2018,44.6,41.5,3.2,23.9,65.1,7.1,60.8
Labuan,both,01/01/2019,43.3,40.3,3,26.4,62.2,6.9,58.7
Labuan,both,01/01/2020,42.6,39.4,3.1,23.1,64.9,7.3,60.6
Labuan,both,01/01/2021,44,40.7,3.3,22.3,66.3,7.5,62
Labuan,both,01/01/2022,44.6,41.5,3.1,21.6,67.4,6.9,63
Labuan,both,01/01/2023,46.5,43.4,3.1,22,67.9,6.8,63.8
Labuan,female,01/01/1992,3.8,3.6,0.2,8.2,31.9,6.2,23.8
Labuan,female,01/01/1993,3.6,3.3,0.2,11.2,24.1,6.6,21
Labuan,female,01/01/1995,5.6,5.3,0.3,16.7,25,5.8,30.8
Labuan,female,01/01/1996,9.3,8.7,0.6,19,32.9,6.3,48.6
Labuan,female,01/01/1997,7.9,7.4,0.5,15.4,33.8,5.8,39.6
Labuan,female,01/01/1998,9.8,9.7,0.1,16.8,36.9,1.1,49
Labuan,female,01/01/1999,11.7,10.9,0.8,20.1,36.8,6.6,53.4
Labuan,female,01/01/2000,7.1,6.7,0.4,12.8,35.7,5.6,31.3
Labuan,female,01/01/2001,7.5,7.2,0.3,14,34.9,3.8,32.9
Labuan,female,01/01/2002,9.6,9.2,0.4,14.1,40.4,3.9,40.7
Labuan,female,01/01/2003,10.3,9.9,0.4,12.3,45.5,3.8,42.5
Labuan,female,01/01/2004,11.1,10.5,0.6,12.4,47.2,5.2,43.6
Labuan,female,01/01/2005,9.3,8.5,0.8,14.6,38.9,8.5,34.3
Labuan,female,01/01/2006,9.8,8.9,0.9,15,39.5,9.6,34.6
Labuan,female,01/01/2007,10.6,9.8,0.8,14.9,41.5,8,37
Labuan,female,01/01/2008,10.2,9.5,0.7,16.3,38.6,7.1,34.5
Labuan,female,01/01/2009,12.1,11.4,0.7,15.1,44.5,5.7,40.4
Labuan,female,01/01/2010,13.8,13.1,0.7,15.1,47.7,4.7,45.3
Labuan,female,01/01/2011,14.1,13.4,0.6,15.5,47.6,4.4,45.3
Labuan,female,01/01/2012,14.3,13.8,0.5,16.1,47.1,3.8,45.1
Labuan,female,01/01/2013,14.8,14.2,0.5,16.1,47.9,3.5,46.3
Labuan,female,01/01/2014,15.3,14.6,0.7,16,48.9,4.5,45.5
Labuan,female,01/01/2015,14.4,13.7,0.7,17.6,45,4.9,42.2
Labuan,female,01/01/2016,15.5,14.1,1.4,16.9,47.8,8.9,42.6
Labuan,female,01/01/2017,13.9,12.8,1.1,18.5,42.9,7.8,38.2
Labuan,female,01/01/2018,15.7,14.9,0.7,18.5,45.8,4.7,43.7
Labuan,female,01/01/2019,14.8,14.1,0.7,19.9,42.7,4.8,41
Labuan,female,01/01/2020,15.03595133,14.33956529,0.696386038,17.56380461,46.1228954,4.631473076,44.3
Labuan,female,01/01/2021,15.92335339,15.35097677,0.572376624,16.99630914,48.37034213,3.594573392,47.5
Labuan,female,01/01/2022,16.1122802,15.54703327,0.565246936,16.59118098,49.26781331,3.508174691,47.8
Labuan,female,01/01/2023,16.89530463,16.30544859,0.589856035,16.92716373,49.95290246,3.49124238,48.2
Labuan,male,01/01/1992,11.5,11.3,0.3,1.2,90.3,2.3,61.7
Labuan,male,01/01/1993,14.8,14,0.9,2.4,85.5,5.8,74.1
Labuan,male,01/01/1995,27,25.8,1.2,2.2,92.5,4.5,125.9
Labuan,male,01/01/1996,30.1,28.7,1.4,1.9,94,4.7,134.7
Labuan,male,01/01/1997,28.1,27.3,0.7,3.1,90.1,2.7,123.5
Labuan,male,01/01/1998,28.1,27.3,0.8,3,90.5,3,119.7
Labuan,male,01/01/1999,31.2,30.3,0.9,5.3,85.5,3,127.8
Labuan,male,01/01/2000,19.5,18.7,0.9,3,86.8,4.6,75.4
Labuan,male,01/01/2001,21.2,19.9,1.3,2.9,87.9,6,79
Labuan,male,01/01/2002,24.4,23.7,0.7,3.5,87.5,2.9,91.5
Labuan,male,01/01/2003,23.1,22,1.1,2.5,90.1,4.8,83.7
Labuan,male,01/01/2004,22.9,21.7,1.1,3.8,85.7,4.9,81
Labuan,male,01/01/2005,22.9,22,0.9,4,85.1,3.8,79.7
Labuan,male,01/01/2006,23.9,21.7,2.2,3.6,86.9,9.3,77.2
Labuan,male,01/01/2007,23.5,22.8,0.7,4.6,83.5,3,78.6
Labuan,male,01/01/2008,24.2,23,1.2,4.9,83.3,4.9,78.2
Labuan,male,01/01/2009,25.5,24.1,1.4,4.4,85.2,5.5,79.8
Labuan,male,01/01/2010,26.2,24.5,1.7,4.6,85.1,6.7,79
Labuan,male,01/01/2011,26.3,25.2,1.1,5,84.1,4.1,81
Labuan,male,01/01/2012,27,25.7,1.3,4.4,86,5,81.8
Labuan,male,01/01/2013,27.1,25.9,1.2,4.5,85.7,4.4,81.4
Labuan,male,01/01/2014,27.7,26.2,1.5,4.3,86.6,5.4,81.1
Labuan,male,01/01/2015,27.2,25.8,1.4,5.3,83.6,5.1,78.2
Labuan,male,01/01/2016,28.1,26.1,2.1,5,84.9,7.3,78.1
Labuan,male,01/01/2017,28.2,25.7,2.5,5.5,83.7,8.9,76
Labuan,male,01/01/2018,29,26.5,2.5,5.4,84.3,8.5,77.5
Labuan,male,01/01/2019,28.5,26.2,2.3,6.5,81.5,8,76.8
Labuan,male,01/01/2020,27.52694747,25.09613246,2.430815011,5.490513896,83.37087811,8.830674062,76
Labuan,male,01/01/2021,28.0632039,25.32326763,2.739936267,5.347180992,83.99545229,9.763447811,76
Labuan,male,01/01/2022,28.47153228,25.97646645,2.495065826,4.981581664,85.10876544,8.763370379,78
Labuan,male,01/01/2023,29.62151705,27.06247234,2.559044708,5.090602057,85.33479895,8.639141284,78.9
Putrajaya,both,01/01/2011,41.9,41.4,0.5,9.2,82,1.1,80.7
Putrajaya,both,01/01/2012,40.9,40.3,0.6,9.7,80.8,1.5,79.3
Putrajaya,both,01/01/2013,41.2,40.7,0.5,9.2,81.7,1.2,79.6
Putrajaya,both,01/01/2014,40.8,40.3,0.5,9.5,81.2,1.2,79.6
Putrajaya,both,01/01/2015,38.9,38.5,0.4,10.8,78.2,1,75
Putrajaya,both,01/01/2016,38.9,38.2,0.7,11.2,77.6,1.7,74.3
Putrajaya,both,01/01/2017,38.6,38,0.6,11.9,76.5,1.5,71.7
Putrajaya,both,01/01/2018,38.9,38.4,0.5,12.1,76.2,1.3,63.6
Putrajaya,both,01/01/2019,38.6,38.1,0.4,12.2,75.9,1.2,58.6
Putrajaya,both,01/01/2020,50.5,49.7,0.7,15.8,76.1,1.5,75.2
Putrajaya,both,01/01/2021,53.9,53,0.9,16.1,77,1.6,75.4
Putrajaya,both,01/01/2022,55.8,55.1,0.7,16,77.7,1.3,76.6
Putrajaya,both,01/01/2023,58.6,58.1,0.5,15.9,78.6,0.8,78.7
Putrajaya,female,01/01/2011,21.9,21.8,0.2,6,78.6,0.9,77.6
Putrajaya,female,01/01/2012,21.6,21.3,0.3,6.1,78,1.4,76.6
Putrajaya,female,01/01/2013,22.2,21.9,0.3,5.8,79.3,1.2,77.7
Putrajaya,female,01/01/2014,22.4,22.2,0.2,5.5,80.3,1,79
Putrajaya,female,01/01/2015,21.4,21.2,0.2,6.7,76.3,0.9,74.4
Putrajaya,female,01/01/2016,21.1,20.8,0.3,7,75,1.6,72.5
Putrajaya,female,01/01/2017,20.9,20.7,0.3,7.5,73.6,1.2,70.2
Putrajaya,female,01/01/2018,21.3,21.1,0.2,7.2,74.6,0.8,62.6
Putrajaya,female,01/01/2019,20.7,20.3,0.3,7.5,73.4,1.7,55.9
Putrajaya,female,01/01/2020,26.80102431,26.3410813,0.45994301,7.984957767,77.04547266,1.71613967,76.1
Putrajaya,female,01/01/2021,28.55700866,28.04801673,0.508991926,8.203636554,77.68364372,1.782371297,76.8
Putrajaya,female,01/01/2022,29.40330481,28.94552088,0.457783933,7.940207203,78.73738496,1.556913197,77.4
Putrajaya,female,01/01/2023,30.45159902,30.04292998,0.40866904,8.003501879,79.18741158,1.34202818,78.6
Putrajaya,male,01/01/2011,19.9,19.7,0.3,3.2,86.1,1.3,84.5
Putrajaya,male,01/01/2012,19.3,19,0.3,3.6,84.3,1.5,82.3
Putrajaya,male,01/01/2013,19,18.8,0.2,3.4,84.7,1.2,82.1
Putrajaya,male,01/01/2014,18.4,18.1,0.2,4,82.3,1.3,80.8
Putrajaya,male,01/01/2015,17.5,17.3,0.2,4.2,80.7,1.2,76.9
Putrajaya,male,01/01/2016,17.7,17.4,0.3,4.2,80.9,1.9,76.7
Putrajaya,male,01/01/2017,17.7,17.4,0.3,4.4,80.1,1.8,74.4
Putrajaya,male,01/01/2018,17.6,17.3,0.3,4.9,78.3,1.8,64.6
Putrajaya,male,01/01/2019,17.9,17.8,0.1,4.7,79.2,0.6,62
Putrajaya,male,01/01/2020,23.69123963,23.40694976,0.284289868,7.845671375,75.12225793,1.199978864,74.3
Putrajaya,male,01/01/2021,25.31297837,24.96401585,0.348962519,7.900939981,76.21196061,1.378591306,74.1
Putrajaya,male,01/01/2022,26.41911606,26.1581078,0.261008261,8.054575479,76.63558755,0.987952287,76
Putrajaya,male,01/01/2023,28.15577858,28.0995218,0.056256786,7.908277786,78.0715799,0.199805472,79.4
